Brand,Model,Price,processor_brand,processor_tier,num_cores,num_threads,RAM,primary_storage_type,Storage,gpu_brand,gpu_type,display_size,OS
hp,HP Spectre x360 16-aa0665TU Laptop (Intel Core Ultra 7/ 32GB/ 2TB SSD/ Win11 Home),202340,intel,core ultra 7,16,22,32,SSD,2048,intel,dedicated,16,windows
lenovo,Lenovo V15 G4 82YU00W9IN Laptop (Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),35990,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,15.6,windows
lenovo,Lenovo IdeaPad Slim 3 82H803HQIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),44990,intel,core i5,4,8,8,SSD,512,intel,integrated,15.6,windows
dell,Dell 5530 G15 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),148490,intel,core i9,24,32,16,SSD,1024,nvidia,dedicated,15.6,windows
hp,HP Spectre x360 14-eu0666TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),165900,intel,core ultra 7,16,22,32,SSD,1024,intel,dedicated,14,windows
apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 36GB/ 512GB SSD/ macOS),289900,apple,m3,12,12,36,SSD,512,apple,apple,16.2,mac
apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 36GB/ 1TB SSD/ macOS),349900,apple,m3,14,14,36,SSD,1024,apple,apple,16.2,mac
apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),249900,apple,m3,12,12,8,SSD,512,apple,apple,16.2,mac
apple,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),199900,apple,m3,11,11,8,SSD,512,apple,apple,14.2,mac
lenovo,Lenovo Legion Pro 5 16IRX8 82WK00MWIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),152990,intel,core i7,16,24,16,SSD,1024,nvidia,dedicated,16,windows
dell,Dell Inspiron 3520 IN3520P9K46002ORS1 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),37990,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
hp,HP Victus 15-FA1098TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),60990,intel,core i5,8,12,8,SSD,512,nvidia,dedicated,15.6,windows
hp,HP 15s-er2004AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11),50999,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,15.6,windows
dell,Dell Inspiron 3530 IN3530RMD8W001ORS1 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),65990,intel,core i5,10,12,16,SSD,1024,intel,integrated,15.6,windows
acer,Acer Aspire 3 A315-24P NX.KDESI.00B Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),32990,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,15.6,windows
asus,Asus Vivobook 16 2023 X1605ZAB-MB342WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),47990,intel,core i3,6,8,16,SSD,512,intel,integrated,16,windows
lenovo,Lenovo Legion Slim 5 82Y9009JIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),132190,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,16,windows
ultimus,Ultimus Lite NU14U4INC44BN-CS Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),14990,intel,celeron,2,2,4,SSD,256,intel,integrated,14.1,windows
zebronics,Zebronics Pro Series Z ZEB-NBC 3S 2023 Laptop (12th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),33990,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
hp,HP Spectre x360 14-eu0556TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),165900,intel,core ultra 7,16,22,32,SSD,1024,intel,dedicated,14,windows
hp,HP 15s-fq5185TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),39700,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
zebronics,Zebronics Pro Series Y ZEB-NBC 2S Laptop (11th Gen Core i5 / 16GB/ 512GB SSD/ Win11 Home),32990,intel,core i5,4,8,16,SSD,512,intel,integrated,15.6,windows
zebronics,Zebronics ZEB-NBC 5S 2023 Laptop (12th Gen Core i7 / 16GB/ 1TB SSD/ Win11 Home),52990,intel,core i7,10,12,16,SSD,1024,intel,integrated,15.6,windows
zebronics,Zebronics Pro Series Y ZEB-NBC 1S Laptop (11th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),29990,intel,core i3,4,8,8,SSD,512,intel,integrated,15.6,windows
hp,HP Pavilion 14-dv2153TU Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win 11),68710,intel,core i5,10,12,16,SSD,1024,intel,integrated,14,windows
lenovo,Lenovo IdeaPad Gaming 3 82SB00V2IN Laptop (AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),61712,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
asus,Asus ROG Strix G15 G513RC-HN251WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),91990,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,15.6,windows
hp,HP Victus 15-fa1132TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),60990,intel,core i5,8,12,8,SSD,512,nvidia,dedicated,15.6,windows
chuwi,Chuwi FreeBook Laptop (12th Gen Core i3/ 12GB/ 512GB SSD/ Win11),32990,intel,core i3,6,8,12,SSD,512,intel,integrated,13.5,windows
acer,Acer Swift Go NXKPZSI002 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),72990,intel,core i5,12,16,16,SSD,512,intel,integrated,14,windows
hp,HP 255 G9 841W6PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ FreeDOS),23999,amd,ryzen 3,2,4,8,SSD,512,amd,integrated,15.6,dos
gigabyte,Gigabyte G5 MF-F2IN313SH Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),71990,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,15.6,windows
asus,Asus Zenbook Flip 14 OLED UP5401ZA-KU541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),84990,intel,core i5,12,16,16,SSD,512,intel,integrated,14,windows
asus,Asus Chromebook CX1500CKA-EJ0241 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),17990,intel,celeron,2,2,4,SSD,64,intel,integrated,15.6,chrome
lenovo,Lenovo IdeaPad 1 15IGL7 82V700BSIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),25790,intel,celeron,2,2,8,SSD,256,intel,integrated,15.6,windows
hp,HP 255 G8 7J035AA Laptop (Ryzen 5-5500U/ 8GB/ 256GB SSD/ Win11),31999,amd,ryzen 5,6,12,8,SSD,256,amd,integrated,15.6,windows
acer,Acer Predator Helios Neo 16 2023 PHN16-71 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),179990,intel,core i9,24,32,16,SSD,1024,nvidia,dedicated,16,windows
asus,Asus TUF Gaming F15 FX506HE-HN382W Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),72990,intel,core i7,8,16,16,SSD,512,nvidia,dedicated,15.6,windows
hp,HP Victus 15-fa0187TX Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),92800,intel,core i7,10,16,16,SSD,1024,nvidia,dedicated,15.6,windows
lenovo,Lenovo IdeaPad 3 82KU024JIN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),48990,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,15.6,windows
msi,MSI Modern 14 C12M-459IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),54990,intel,core i7,10,12,16,SSD,512,intel,integrated,14,windows
wings,Wings Nuvobook Pro Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),39990,intel,core i7,4,8,16,SSD,512,intel,integrated,14,windows
wings,Wings Nuvobook S1 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),24990,intel,core i3,4,8,8,SSD,256,intel,integrated,15.6,windows
msi,MSI Thin GF63 11UCX-1492IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),61990,intel,core i5,6,12,16,HDD,1024,nvidia,dedicated,15.6,windows
infinix,Infinix INBook X3 Slim XL422 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),38990,intel,core i5,10,12,16,SSD,512,intel,integrated,14,windows
hp,HP Pavilion 15-eg3017TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),72999,intel,core i5,10,12,16,SSD,1024,intel,integrated,15.6,windows
msi,MSI Thin GF63 11SC-1494IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),52990,intel,core i5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
msi,MSI Thin GF63 11UC-1490IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),62990,intel,core i5,6,12,16,HDD,1024,nvidia,dedicated,15.6,windows
hp,HP Victus 16-s0089AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),87090,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,16.1,windows
lenovo,Lenovo IdeaPad Slim 5i 82XF003CIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),70590,intel,core i5,12,16,16,SSD,512,intel,integrated,16,windows
lenovo,Lenovo LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),66990,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,15.6,windows
lenovo,Lenovo LOQ 15IRH8 82XV00BRIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),114990,intel,core i7,10,16,16,SSD,512,nvidia,dedicated,15.6,windows
lenovo,Lenovo LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),99990,intel,core i7,10,16,16,SSD,512,nvidia,dedicated,15.6,windows
hp,HP 240 G8 689U2PA Business Laptop (11th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),34990,intel,core i3,2,4,8,SSD,512,intel,integrated,14,windows
hp,HP Victus 16-D0314TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),64500,intel,core i5,6,12,16,SSD,512,nvidia,dedicated,16.1,windows
hp,HP Omen 16-wf1026TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),176499,intel,core i7,20,28,16,SSD,1024,nvidia,dedicated,16.1,windows
jio,Jio JioBook NB1112MM BLU 2023 Netbook Laptop (Octa Core/ 4GB/ 64GB eMMC/ JioOS),14701,other,other,8,0,4,HDD,64,arm,integrated,11.6,other
asus,Asus Zenbook 14X OLED 2023 UX5401ZA-KM541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),74990,intel,core i5,12,16,16,SSD,512,intel,integrated,14,windows
asus,Asus Vivobook 16X 2023 K3605ZV-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),104990,intel,core i7,10,16,16,SSD,512,nvidia,dedicated,16,windows
hp,HP Omen 16-wd0880TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),94990,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,16.1,windows
dell,Dell G15-5520 2023 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),77490,intel,core i5,12,16,16,SSD,1024,nvidia,dedicated,15.6,windows
chuwi,Chuwi CoreBook X Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11),24990,intel,core i3,2,4,8,SSD,512,intel,integrated,14,windows
msi,MSI Modern 14 C11M-029IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),39990,intel,core i5,4,8,16,SSD,512,intel,integrated,14,windows
hp,HP 15s-ey2001AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),55990,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,15.6,windows
infinix,Infinix Zerobook ZL513 2023 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),48990,intel,core i5,12,16,16,SSD,512,intel,integrated,15.6,windows
dell,Dell Inspiron 3525 Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11),39240,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,15.6,windows
asus,Asus Vivobook 16X 2023 K3605ZU-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),90060,intel,core i7,10,16,16,SSD,512,nvidia,dedicated,16,windows
asus,Asus TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop (12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph),85800,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,15.6,windows
asus,Asus Vivobook 16X 2023 K3605ZF-MBN524WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),57990,intel,core i5,8,12,8,SSD,512,nvidia,dedicated,16,windows
asus,Asus Vivobook 15 X1502ZA-EJ541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),60990,intel,core i5,12,16,16,SSD,512,intel,integrated,15.6,windows
hp,HP Pavilion 15-eg3079TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),73020,intel,core i5,12,16,16,SSD,512,intel,integrated,15.6,windows
msi,MSI Modern 14 C12M-671IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),53990,intel,core i7,10,12,16,SSD,512,intel,integrated,14,windows
msi,MSI Thin GF63 11UC-1474IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),56990,intel,core i5,6,12,16,SSD,512,nvidia,dedicated,15.6,windows
lenovo,Lenovo V15 G3 IAP 82TTA00UIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),32980,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,dos
msi,MSI Modern 14 C12M-444IN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),36990,intel,core i3,6,8,16,SSD,512,intel,integrated,14,windows
asus,Asus Vivobook Pro 15 M6500QF-HN521WS Laptop (Ryzen 5 5600HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),59990,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
asus,Asus VivoBook 14 X415EA-EK326WS Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),31990,intel,core i3,2,4,8,SSD,512,intel,integrated,14,windows
apple,Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),144990,apple,m2,8,8,8,SSD,512,apple,apple,15.3,mac
infinix,Infinix INBook X2 Slim Series Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),25990,intel,core i3,2,4,8,SSD,512,intel,integrated,14,windows
acer,Acer Aspire 3 A315-59 NX.K6TSI.00C Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),31990,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
dell,Dell Inspiron 3520 D560872WIN9S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),57300,intel,core i5,10,12,16,SSD,512,intel,integrated,15.6,windows
acer,Acer One 14 Z8-415UN.599SI.009 Laptop (11th Gen Core i3 / 8GB/ 256GB SSD/ Win11 Home),29990,intel,core i3,2,4,8,SSD,256,intel,integrated,14,windows
hp,HP Victus 15-fb0131AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),49990,amd,ryzen 5,6,12,8,SSD,512,amd,dedicated,15.6,windows
asus,Asus Vivobook 15 X1502ZA-EJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),56500,intel,core i5,12,16,16,SSD,512,intel,integrated,15.6,windows
asus,Asus Vivobook 15 M1502QA-EJ742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11),56990,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,15.6,windows
acer,Acer Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),60990,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,15.6,windows
acer,Acer Aspire 5 14 A514-56GM 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),56990,intel,core i5,10,12,16,SSD,512,nvidia,dedicated,14,windows
asus,ASUS TUF Gaming A16 Advantage Edition FA617XS-N3025WS Gaming Laptop (AMD Ryzen 9 7940HS / 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),119990,amd,ryzen 9,8,16,16,SSD,1024,amd,dedicated,15.6,windows
asus,Asus ROG Strix G16 2023 G614JV-N4141WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),179990,intel,core i9,24,32,16,SSD,1024,nvidia,dedicated,16,windows
asus,Asus ROG Strix G16 2023 G614JI-N4151WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),189990,intel,core i9,24,32,16,SSD,1024,nvidia,dedicated,16,windows
asus,Asus ROG Strix G16 2023 G614JU-N3200WS Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),121489,intel,core i7,14,20,16,SSD,1024,nvidia,dedicated,16,windows
asus,Asus Vivobook 15 X1502ZA-EJ532WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),47830,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
hp,HP 15s-fr4001TU Laptop (11th Gen Core i5/16GB/ 512GB SSD/ Win11 Home),52490,intel,core i5,4,8,16,SSD,512,intel,integrated,15.6,windows
msi,MSI Katana 15 B12UDXK-1005IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),67990,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,15.6,windows
hp,HP 15s-fr5009TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),40190,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
hp,HP 15-fd0013TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),61990,intel,core i5,10,12,16,SSD,512,intel,integrated,15.6,windows
asus,Asus Vivobook 16X 2023 K3605VC-MB542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),89990,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,16,windows
asus,Asus TUF Gaming F17 FX706HF-HX018W Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),55689,intel,core i5,6,12,8,SSD,512,nvidia,dedicated,17.3,windows
hp,HP 15-eg3036TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),89490,intel,core i7,12,16,16,SSD,1024,intel,integrated,15.6,windows
acer,Acer Predator Helios Neo 16 PHN16-71 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),119990,intel,core i7,16,24,16,SSD,1024,nvidia,dedicated,16,windows
msi,MSI Cyborg 15 A12UCX-264IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),65490,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,15.6,windows
hp,HP 15-fc0026AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),34990,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,15.6,windows
asus,Asus Vivobook S14 Flip 2022 TN3402QA-LZ741WS Laptop (AMD Ryzen 7-5800H/ 16GB/ 512GB SSD/Win11),69990,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,14,windows
asus,Asus Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),78990,intel,core i5,12,16,16,SSD,512,intel,integrated,15.6,windows
asus,Asus Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11),105739,intel,core i9,14,20,16,SSD,1024,intel,integrated,15.6,windows
asus,Asus Vivobook 15 2023 X1504VA-NJ324WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),42990,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
honor,Honor MagicBook X14 2023 FRI-F56 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),54990,intel,core i5,8,12,16,SSD,512,intel,integrated,14,windows
lenovo,Lenovo E41-55 Laptop (Athlon Silver 3050U/ 8GB/ 256GB SSD/ Win11),21990,amd,other,2,2,8,SSD,256,amd,integrated,14,windows
lenovo,Lenovo V15 G3 82TTA00VIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),33400,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
hp,HP Victus 15-fb0108AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),50990,amd,ryzen 5,6,12,8,SSD,512,amd,dedicated,15.6,windows
dell,Dell Vostro 3425 M552321WIN9S Laptop (AMD Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11 Home),50990,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,14,windows
msi,MSI Modern 14 C7M-062IN Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),43990,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,14,windows
acer,Acer Extensa 15 EX215-33 Laptop (Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home),27990,intel,core i3,8,8,8,SSD,256,intel,integrated,15.6,windows
msi,MSI Sword 15 A12VF-401IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),105990,intel,core i7,10,16,16,SSD,1024,nvidia,dedicated,15.6,windows
hp,HP ProBook 445 G8 Business Laptop (AMD Ryzen 7 5800U/ 8GB/ 512GB SSD/ Win11),46990,amd,ryzen 7,8,16,8,SSD,512,amd,integrated,14,windows
acer,Acer Aspire 5 UN.K3JSI.004 Laptop (12th Gen Core i5/ 12GB/ 512GB SSD/ Win11 Home),46990,intel,core i5,10,12,12,SSD,512,intel,integrated,15.6,windows
asus,Asus Vivobook 15 OLED 2023 M1505YA-LK541WS Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),53990,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,15.6,windows
asus,Asus Vivobook Go 15 2023 E1504FA-NJ543WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),48579,amd,ryzen 5,4,8,16,SSD,512,amd,integrated,15.6,windows
asus,Asus Vivobook 16 2023 M1605YA-MB741WS Laptop (Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),70990,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,16,windows
samsung,Samsung Galaxy Book 3 NP750XFG-KB1IN Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),69990,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
samsung,Samsung Galaxy Book 3 NP750XFG-KA3IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),75990,intel,core i7,10,12,16,SSD,512,intel,integrated,15.6,windows
infinix,Infinix INBook Y1 Plus Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/ Win 11 Home),24990,intel,core i3,2,4,8,SSD,256,intel,integrated,15.6,windows
hp,HP Victus 15-fb0107AX Gaming Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),70990,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,15.6,windows
asus,Asus VivoBook 15 X1500EA-EJ3379WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),30890,intel,core i3,2,4,8,SSD,512,intel,integrated,15.6,windows
hp,HP Victus 15-fb0777AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),51990,amd,ryzen 5,6,12,8,SSD,512,amd,dedicated,15.6,windows
hp,HP Victus 16-d0311TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),57990,intel,core i5,6,12,16,SSD,512,nvidia,dedicated,16.1,windows
hp,HP 15s-fr4000TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),48450,intel,core i5,4,8,8,SSD,512,intel,integrated,15.6,windows
hp,HP Envy x360 13-bf0121TU  Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),79990,intel,core i5,10,12,16,SSD,512,intel,integrated,13.4,windows
hp,HP Pavilion 14-dv2014TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),63990,intel,core i5,10,12,16,SSD,512,intel,integrated,14,windows
hp,HP 255 G8 6X4B2PA Laptop (AMD Athlon 3050/ 4GB/ 256GB SSD/ DOS),19299,amd,other,2,2,4,SSD,256,amd,integrated,15.6,dos
dell,Dell Inspiron 5420 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),69999,intel,core i5,12,16,16,SSD,512,intel,integrated,14,windows
asus,Asus VivoBook 14 2022 X1402ZA-MW511WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),62600,intel,core i5,12,16,16,SSD,512,intel,integrated,14,windows
lenovo,Lenovo Legion 5 82JU00SYIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),99990,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,16,windows
msi,MSI Creator M16 A12UD-633IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),83990,intel,core i7,14,20,16,SSD,512,nvidia,dedicated,16,windows
hp,HP Victus 15-fb0050AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),59871,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
hp,HP Pavilion 15s-fq5112TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),56999,intel,core i5,10,12,16,SSD,512,intel,integrated,15.6,windows
